"","period","dias_rest","Cs","Más País","PP","PSOE","Unidas Podemos","Vox","Cs.Enc","PP.Enc","PSOE.Enc","Unidas Podemos.Enc","Vox.Enc","Más País.Enc","IZQ","DCH","Otros","IZQ.Enc","DCH.Enc","Otros.Enc"
"398",2020-12-13,1092,7.5,2,21.7,27.5,11.4,15.9,NA,NA,NA,NA,NA,NA,40.9,45.2,13.9,NA,NA,NA
"399",2020-12-14,1091,7.5,1.9,21.9,27.5,11.3,15.7,7.1,25.2,28,9.5,13.1,1.4,40.8,45.2,14,38.9,45.4,15.7
"400",2020-12-15,1090,7.5,2,21.9,27.4,11.4,15.7,6.5,23.3,27.1,12,14.9,2.7,40.8,45.1,14.1,41.8,44.7,13.5
"401",2020-12-16,1089,7.5,2,22,27.4,11.4,15.6,NA,NA,NA,NA,NA,NA,40.8,45.1,14.1,NA,NA,NA
"402",2020-12-17,1088,7.5,1.9,22,27.3,11.3,15.8,8.2,22.9,24,10.4,17.4,NA,40.6,45.3,14.1,NA,48.5,NA
"403",2020-12-17,1088,7.5,1.9,22,27.3,11.3,15.8,6.5,22.3,27.3,11.4,16.6,1.6,40.6,45.3,14.1,40.3,45.4,14.3
"404",2020-12-18,1087,7.5,1.9,22.1,27.3,11.3,15.8,7.7,23,27.4,10.2,16.1,NA,40.5,45.4,14.1,NA,46.8,NA
"405",2020-12-19,1086,7.5,1.9,22.1,27.3,11.3,15.8,NA,NA,NA,NA,NA,NA,40.5,45.4,14.1,NA,NA,NA
"406",2020-12-20,1085,7.5,1.9,22.1,27.3,11.3,15.8,NA,NA,NA,NA,NA,NA,40.5,45.4,14.1,NA,NA,NA
"407",2020-12-21,1084,7.5,1.9,22.1,27.3,11.3,15.8,NA,NA,NA,NA,NA,NA,40.5,45.4,14.1,NA,NA,NA
"408",2020-12-22,1083,7.5,1.9,22.1,27.3,11.3,15.8,NA,NA,NA,NA,NA,NA,40.5,45.4,14.1,NA,NA,NA
"409",2020-12-23,1082,7.5,1.9,22.1,27.3,11.3,15.7,NA,NA,NA,NA,NA,NA,40.5,45.4,14.1,NA,NA,NA
"410",2020-12-24,1081,7.5,1.9,22.2,27.4,11.3,15.7,7.5,22.8,27,11.1,15.6,2.3,40.5,45.4,14,40.4,45.9,13.7
"411",2020-12-25,1080,7.6,1.9,22.3,27.4,11.2,15.7,6.7,22.7,27.4,11.3,16.3,1.7,40.5,45.6,13.9,40.4,45.7,13.9
"412",2020-12-26,1079,7.6,1.9,22.3,27.4,11.2,15.7,NA,NA,NA,NA,NA,NA,40.5,45.6,13.9,NA,NA,NA
"413",2020-12-27,1078,7.8,1.9,22.3,27.3,11.2,15.7,NA,NA,NA,NA,NA,NA,40.4,45.8,13.8,NA,NA,NA
"414",2020-12-28,1077,7.7,1.9,22.4,27.2,11.2,15.9,NA,NA,NA,NA,NA,NA,40.3,46,13.7,NA,NA,NA
"415",2020-12-29,1076,7.7,1.8,22.7,27.2,11.2,15.7,7.6,25.2,27.9,10.8,13.5,1,40.2,46,13.8,39.7,46.3,14
"416",2020-12-30,1075,7.7,1.8,22.7,27.2,11.2,15.7,6.7,24.3,26.2,11.7,15.2,2.2,40.2,46,13.8,40.1,46.2,13.7
"417",2020-12-31,1074,7.7,1.8,22.7,27.2,11.2,15.7,NA,NA,NA,NA,NA,NA,40.2,46,13.8,NA,NA,NA
"418",2021-01-01,1073,7.7,1.8,22.7,27.2,11.2,15.7,NA,NA,NA,NA,NA,NA,40.2,46,13.8,NA,NA,NA
"419",2021-01-02,1072,7.7,1.8,22.7,27.2,11.2,15.7,6.8,23,27.3,11.2,16,1.7,40.2,46,13.8,40.2,45.8,14
"420",2021-01-03,1071,7.7,1.8,22.7,27.2,11.2,15.7,NA,NA,NA,NA,NA,NA,40.2,46,13.8,NA,NA,NA
"421",2021-01-04,1070,7.7,1.8,22.7,27.2,11.2,15.7,NA,NA,NA,NA,NA,NA,40.2,46,13.8,NA,NA,NA
"422",2021-01-05,1069,7.5,1.8,22.8,27.3,11.2,15.6,6.7,22.9,26.7,10.5,16.7,2.5,40.3,45.9,13.8,39.7,46.3,14
"423",2021-01-06,1068,7.5,1.8,22.8,27.3,11.2,15.6,NA,NA,NA,NA,NA,NA,40.3,45.9,13.8,NA,NA,NA
"424",2021-01-07,1067,7.5,1.8,22.8,27.3,11.2,15.6,NA,NA,NA,NA,NA,NA,40.3,45.9,13.8,NA,NA,NA
"425",2021-01-08,1066,7.5,1.8,22.8,27.3,11.2,15.6,NA,NA,NA,NA,NA,NA,40.3,45.9,13.8,NA,NA,NA
"426",2021-01-09,1065,7.5,1.8,22.8,27.3,11.2,15.6,6.9,22.8,27.2,11.2,16.1,1.7,40.3,45.9,13.8,40.1,45.8,14.1
"427",2021-01-10,1064,7.5,1.8,22.8,27.3,11.1,15.6,6.6,24.6,26.7,9.6,14.2,NA,40.2,45.9,13.9,NA,45.4,NA
"428",2021-01-11,1063,7.5,1.8,22.8,27.3,11.1,15.6,NA,NA,NA,NA,NA,NA,40.2,45.9,13.9,NA,NA,NA
"429",2021-01-12,1062,7.5,1.8,22.9,27.3,11.1,15.5,NA,NA,NA,NA,NA,NA,40.2,45.9,14,NA,NA,NA
"430",2021-01-13,1061,7.5,1.8,22.9,27.3,11.1,15.5,8.9,21.1,26.3,10.7,15.2,2.6,40.2,45.9,14,39.6,45.2,15.2
"431",2021-01-14,1060,7.4,1.8,22.9,27.3,11.2,15.5,5.2,24.4,26.4,12.5,15.6,NA,40.2,45.8,14,NA,45.2,NA
"432",2021-01-15,1059,7.4,1.9,22.9,27.2,11.2,15.5,6.7,23.7,27,11.8,14.8,2.5,40.3,45.7,14,41.3,45.2,13.5
"433",2021-01-15,1059,7.4,1.9,22.9,27.2,11.2,15.5,7.1,23.1,27.2,11.1,15.8,1.7,40.3,45.7,14,40,46,14
"434",2021-01-16,1058,7.4,1.9,22.9,27.2,11.2,15.5,NA,NA,NA,NA,NA,NA,40.3,45.7,14,NA,NA,NA
"435",2021-01-17,1057,7.4,1.9,22.9,27.2,11.2,15.5,NA,NA,NA,NA,NA,NA,40.3,45.7,14,NA,NA,NA
"436",2021-01-18,1056,7.4,1.9,22.9,27.2,11.2,15.5,NA,NA,NA,NA,NA,NA,40.3,45.7,14,NA,NA,NA
"437",2021-01-19,1055,7.4,1.9,22.9,27.2,11.2,15.5,NA,NA,NA,NA,NA,NA,40.3,45.7,14,NA,NA,NA
"438",2021-01-20,1054,7.4,1.9,23,27.2,11.1,15.3,NA,NA,NA,NA,NA,NA,40.1,45.7,14.1,NA,NA,NA
"439",2021-01-21,1053,7.4,1.9,23,27.2,11.1,15.3,NA,NA,NA,NA,NA,NA,40.1,45.7,14.1,NA,NA,NA
"440",2021-01-22,1052,7.4,2,22.9,27.1,11,15.5,7.3,23.2,27.1,11,15.6,1.7,40,45.8,14.1,39.8,46.1,14.1
"441",2021-01-22,1052,7.4,2,22.9,27.1,11,15.5,7,23.2,27,10.2,16.9,NA,40,45.8,14.1,NA,47.1,NA
"442",2021-01-23,1051,7.4,2,22.9,27.1,11,15.5,NA,NA,NA,NA,NA,NA,40,45.8,14.1,NA,NA,NA
"443",2021-01-24,1050,7.2,1.9,23.2,27,11,15.6,NA,NA,NA,NA,NA,NA,39.9,45.9,14.2,NA,NA,NA
"444",2021-01-25,1049,7.3,1.9,23.1,27.1,11,15.4,9.3,20.5,30.7,10.7,13,1.5,40,45.8,14.2,42.9,42.8,14.3
"445",2021-01-26,1048,7.3,1.9,23.1,27.1,11,15.3,NA,NA,NA,NA,NA,NA,39.9,45.8,14.2,NA,NA,NA
"446",2021-01-27,1047,7.3,1.9,23.1,27.1,11,15.3,NA,NA,NA,NA,NA,NA,39.9,45.8,14.2,NA,NA,NA
"447",2021-01-28,1046,7.3,1.9,23.1,27.1,11,15.3,NA,NA,NA,NA,NA,NA,39.9,45.8,14.2,NA,NA,NA
"448",2021-01-29,1045,7.3,1.9,23.1,27,11,15.5,7.3,23.4,27,11,15.4,1.8,40,45.9,14.1,39.8,46.1,14.1
"449",2021-01-30,1044,7.4,1.9,23.1,27.1,10.9,15.5,NA,NA,NA,NA,NA,NA,39.9,46,14.1,NA,NA,NA
"450",2021-01-31,1043,7.4,1.9,23.1,27.1,10.9,15.5,NA,NA,NA,NA,NA,NA,39.9,46,14.1,NA,NA,NA
"451",2021-02-01,1042,7.3,1.9,23.2,27.2,10.9,15.3,NA,NA,NA,NA,NA,NA,40.1,45.8,14.1,NA,NA,NA
"452",2021-02-02,1041,7.3,1.9,23.2,27.3,11,15.3,NA,NA,NA,NA,NA,NA,40.1,45.7,14.1,NA,NA,NA
"453",2021-02-03,1040,7.3,1.9,23.2,27.3,11,15.3,NA,NA,NA,NA,NA,NA,40.1,45.7,14.1,NA,NA,NA
"454",2021-02-04,1039,7.3,1.9,23.2,27.3,11,15.3,NA,NA,NA,NA,NA,NA,40.1,45.7,14.1,NA,NA,NA
"455",2021-02-05,1038,7.3,1.9,23,27.4,10.9,15.4,9.2,18.8,28.8,10.3,16.9,2.2,40.2,45.7,14,41.3,44.9,13.8
"456",2021-02-06,1037,7.3,1.9,23,27.4,10.9,15.4,7.4,23.5,27.2,10.8,15.2,1.8,40.2,45.7,14.1,39.8,46.1,14.1
"457",2021-02-07,1036,7.3,1.9,23,27.4,10.9,15.4,NA,NA,NA,NA,NA,NA,40.2,45.7,14.1,NA,NA,NA
"458",2021-02-08,1035,7.3,1.9,23,27.3,10.9,15.4,NA,NA,NA,NA,NA,NA,40.1,45.7,14.2,NA,NA,NA
"459",2021-02-09,1034,7.3,1.9,23,27.3,10.9,15.3,NA,NA,NA,NA,NA,NA,40.1,45.6,14.2,NA,NA,NA
"460",2021-02-10,1033,7.3,1.9,23,27.3,10.9,15.3,NA,NA,NA,NA,NA,NA,40.1,45.6,14.2,NA,NA,NA
"461",2021-02-11,1032,7.5,1.9,22.8,27.5,10.9,15.2,9.3,18.8,30.7,11.2,13.6,1.7,40.2,45.5,14.3,43.6,41.7,14.7
"462",2021-02-12,1031,7.5,1.9,22.8,27.5,10.9,15.2,7.5,22.9,27.3,10.7,15.8,1.7,40.2,45.5,14.3,39.7,46.2,14.1
"463",2021-02-13,1030,7.4,2,22.7,27.4,10.9,15.3,NA,NA,NA,NA,NA,NA,40.3,45.4,14.3,NA,NA,NA
"464",2021-02-14,1029,7.4,1.9,22.6,27.5,10.9,15.3,NA,NA,NA,NA,NA,NA,40.3,45.4,14.3,NA,NA,NA
"465",2021-02-15,1028,7.4,1.9,22.6,27.5,10.9,15.3,NA,NA,NA,NA,NA,NA,40.3,45.4,14.3,NA,NA,NA
"466",2021-02-16,1027,7.4,1.9,22.6,27.6,10.8,15.4,5.6,21.6,29,10.2,17.9,1.7,40.3,45.4,14.2,40.9,45.1,14
"467",2021-02-17,1026,7.3,1.8,22.6,27.6,10.9,15.4,6.3,23.4,27.6,11.9,15.6,0.9,40.3,45.3,14.4,40.4,45.3,14.3
"468",2021-02-18,1025,7.3,1.8,22.6,27.6,10.9,15.4,NA,NA,NA,NA,NA,NA,40.3,45.3,14.4,NA,NA,NA
"469",2021-02-19,1024,7.3,1.8,22.6,27.6,10.9,15.4,NA,NA,NA,NA,NA,NA,40.3,45.3,14.4,NA,NA,NA
"470",2021-02-20,1023,7.4,1.8,22.4,27.7,10.9,15.5,5.6,20.9,29.4,10,18.4,1.7,40.4,45.3,14.3,41.1,44.9,14
"471",2021-02-21,1022,7.4,1.8,22.4,27.7,10.9,15.5,NA,NA,NA,NA,NA,NA,40.4,45.3,14.3,NA,NA,NA
"472",2021-02-22,1021,7,1.8,22.4,27.8,10.8,15.7,3.1,22.1,28.7,9.9,19.1,NA,40.4,45.1,14.5,NA,44.3,NA
"473",2021-02-23,1020,6.9,1.8,22.1,27.7,10.9,15.9,7.5,19.6,25.4,12.5,18.1,NA,40.4,45,14.6,NA,45.2,NA
"474",2021-02-23,1020,6.9,1.8,22.1,27.7,10.9,15.9,4.6,22.3,28.3,10.1,18.2,2.6,40.4,45,14.6,41,45.1,13.9
"475",2021-02-24,1019,6.9,1.8,22.1,27.7,10.9,15.9,NA,NA,NA,NA,NA,NA,40.4,44.9,14.6,NA,NA,NA
"476",2021-02-25,1018,6.8,1.8,21.9,27.8,10.9,16.1,5.9,22.2,28.6,10.1,17.1,1.5,40.5,44.9,14.6,40.2,45.2,14.6
"477",2021-02-26,1017,6.8,1.8,21.9,27.8,10.9,16.1,NA,NA,NA,NA,NA,NA,40.5,44.9,14.6,NA,NA,NA
"478",2021-02-27,1016,6.8,1.8,21.9,27.8,10.9,16.2,5,20.8,29,10.5,19,1.7,40.6,45,14.5,41.2,44.8,14
"479",2021-02-28,1015,6.7,1.8,21.9,27.9,10.9,16.4,4.3,23.7,27.4,10.9,18,NA,40.6,44.9,14.5,NA,46,NA
"480",2021-03-01,1014,6.7,1.7,21.8,27.9,10.9,16.5,5.7,21.3,27.8,11.1,17.7,1.6,40.5,45,14.5,40.5,44.7,14.8
"481",2021-03-02,1013,6.7,1.7,21.7,28,10.8,16.6,NA,NA,NA,NA,NA,NA,40.6,45,14.5,NA,NA,NA
"482",2021-03-03,1012,6.6,1.6,21.8,28,10.8,16.7,5.4,22.9,27.2,11.7,17.4,0.9,40.4,45,14.6,39.8,45.7,14.5
"483",2021-03-04,1011,6.6,1.6,21.8,28,10.8,16.7,NA,NA,NA,NA,NA,NA,40.4,45,14.6,NA,NA,NA
"484",2021-03-05,1010,6.6,1.6,21.8,27.9,10.8,16.8,6.6,23.2,26.8,10.3,17.4,NA,40.4,45.2,14.5,NA,47.2,NA
"485",2021-03-05,1010,6.6,1.6,21.8,27.9,10.8,16.8,4.9,21.2,28.5,10.5,18.9,1.8,40.4,45.2,14.5,40.8,45,14.2
"486",2021-03-06,1009,6.6,1.6,21.8,27.9,10.8,16.8,NA,NA,NA,NA,NA,NA,40.4,45.2,14.5,NA,NA,NA
"487",2021-03-07,1008,6.6,1.6,21.8,27.9,10.8,16.8,NA,NA,NA,NA,NA,NA,40.4,45.2,14.5,NA,NA,NA
"488",2021-03-08,1007,6.6,1.6,21.8,27.9,10.8,16.8,NA,NA,NA,NA,NA,NA,40.4,45.2,14.5,NA,NA,NA
"489",2021-03-09,1006,6.5,1.7,21.5,28,10.8,16.9,7.6,17.5,27.1,11,18.5,2.7,40.5,45,14.5,40.8,43.6,15.6
"490",2021-03-10,1005,6.5,1.7,21.5,28,10.8,16.9,NA,NA,NA,NA,NA,NA,40.5,45,14.5,NA,NA,NA
"491",2021-03-11,1004,6.7,1.7,21.4,28.1,10.7,16.8,9.5,17.9,31.3,9.6,15,2,40.6,44.9,14.5,42.9,42.4,14.7
"492",2021-03-12,1003,6.5,1.7,21.4,28.1,10.8,17.1,NA,NA,NA,NA,NA,NA,40.5,45,14.5,NA,NA,NA
"493",2021-03-13,1002,6.5,1.7,21.4,28.1,10.7,17.1,2.5,23,29.9,9.9,18.1,1.9,40.6,45,14.4,41.7,43.6,14.7
"494",2021-03-14,1001,6.5,1.7,21.4,28.1,10.7,17.1,NA,NA,NA,NA,NA,NA,40.6,45,14.4,NA,NA,NA
"495",2021-03-15,1000,6.5,1.7,21.5,28.1,10.8,17.1,2.4,24.6,26.2,13.4,16.6,1.8,40.6,45.1,14.3,41.4,43.6,15
"496",2021-03-16,999,6.5,1.7,21.4,28.1,10.8,17.1,NA,NA,NA,NA,NA,NA,40.6,45.1,14.3,NA,NA,NA
"497",2021-03-17,998,6.5,1.7,21.4,28.1,10.8,17.1,NA,NA,NA,NA,NA,NA,40.6,45.1,14.3,NA,NA,NA
"498",2021-03-18,997,6.5,1.7,21.4,28.1,10.8,17.1,NA,NA,NA,NA,NA,NA,40.6,45.1,14.3,NA,NA,NA
"499",2021-03-19,996,6.4,1.7,21.5,28.1,10.7,17.2,4.4,23.9,28.4,9.8,18.6,NA,40.6,45.1,14.3,NA,46.9,NA
"500",2021-03-20,995,6.4,1.7,21.6,28,10.9,17.2,2.8,24.5,26.2,13.7,16.7,1.7,40.6,45.2,14.1,41.6,44,14.4
"501",2021-03-21,994,6.4,1.7,21.6,28,10.9,17.2,NA,NA,NA,NA,NA,NA,40.6,45.2,14.1,NA,NA,NA
"502",2021-03-22,993,6.4,1.7,21.6,28,10.9,17.2,NA,NA,NA,NA,NA,NA,40.6,45.2,14.1,NA,NA,NA
"503",2021-03-23,992,6.3,1.7,21.7,28,10.9,17.2,NA,NA,NA,NA,NA,NA,40.6,45.2,14.2,NA,NA,NA
"504",2021-03-24,991,6.3,1.7,21.6,28,10.9,17.3,NA,NA,NA,NA,NA,NA,40.6,45.2,14.2,NA,NA,NA
"505",2021-03-25,990,6.3,1.7,21.6,28,10.9,17.3,NA,NA,NA,NA,NA,NA,40.6,45.2,14.2,NA,NA,NA
"506",2021-03-26,989,6.3,1.7,21.8,27.9,11,17.3,3.2,24.5,26.4,13.4,16.6,1.7,40.7,45.3,14,41.5,44.3,14.2
"507",2021-03-27,988,6.3,1.7,21.8,27.9,11,17.3,NA,NA,NA,NA,NA,NA,40.7,45.3,14,NA,NA,NA
"508",2021-03-28,987,6.3,1.7,21.8,27.9,11,17.3,NA,NA,NA,NA,NA,NA,40.7,45.3,14,NA,NA,NA
"509",2021-03-29,986,6.1,1.7,21.9,27.9,11,17.5,NA,NA,NA,NA,NA,NA,40.6,45.4,14,NA,NA,NA
"510",2021-03-30,985,6.1,1.7,21.8,27.9,11,17.5,NA,NA,NA,NA,NA,NA,40.6,45.5,13.9,NA,NA,NA
"511",2021-03-31,984,6,1.7,21.9,27.8,11.1,17.5,4,24.8,26.6,11.5,17.4,2.5,40.6,45.4,13.9,40.6,46.2,13.2
"512",2021-04-01,983,6,1.7,21.9,27.8,11.1,17.5,NA,NA,NA,NA,NA,NA,40.6,45.4,13.9,NA,NA,NA
"513",2021-04-02,982,6,1.7,22,27.7,11.2,17.5,3.7,24.1,26.5,13,16.8,1.7,40.7,45.5,13.8,41.2,44.6,14.2
"514",2021-04-03,981,6,1.7,22,27.7,11.2,17.5,NA,NA,NA,NA,NA,NA,40.6,45.5,13.8,NA,NA,NA
"515",2021-04-04,980,5.9,1.8,22,27.7,11.2,17.6,NA,NA,NA,NA,NA,NA,40.7,45.5,13.8,NA,NA,NA
"516",2021-04-05,979,5.9,1.8,22,27.7,11.2,17.6,NA,NA,NA,NA,NA,NA,40.7,45.5,13.8,NA,NA,NA
"517",2021-04-06,978,5.9,1.8,22,27.7,11.2,17.6,NA,NA,NA,NA,NA,NA,40.7,45.5,13.8,NA,NA,NA
"518",2021-04-07,977,5.9,1.8,22,27.7,11.2,17.6,NA,NA,NA,NA,NA,NA,40.7,45.5,13.8,NA,NA,NA
"519",2021-04-08,976,5.9,1.8,22,27.7,11.2,17.6,NA,NA,NA,NA,NA,NA,40.7,45.5,13.8,NA,NA,NA
"520",2021-04-09,975,6.2,1.8,22.2,27.5,11.4,17.5,3.9,24.1,26.2,12.8,17,1.7,40.7,45.8,13.6,40.7,45,14.3
"521",2021-04-10,974,6.2,1.8,22.4,27.6,11.4,17.4,NA,NA,NA,NA,NA,NA,40.7,45.9,13.4,NA,NA,NA
"522",2021-04-11,973,6.1,1.8,22.4,27.6,11.4,17.4,NA,NA,NA,NA,NA,NA,40.7,45.9,13.4,NA,NA,NA
"523",2021-04-12,972,6.1,1.8,22.5,27.5,11.4,17.4,NA,NA,NA,NA,NA,NA,40.7,46,13.3,NA,NA,NA
"524",2021-04-13,971,5.8,1.8,22.6,27.6,11.4,17.4,3.8,22.9,27.9,11.1,17.6,2.6,40.8,45.8,13.4,41.6,44.3,14.1
"525",2021-04-14,970,5.8,1.9,22.6,27.7,11.3,17.2,6.7,20.6,31.5,10.7,15.4,1.9,40.9,45.6,13.5,44.1,42.7,13.2
"526",2021-04-15,969,5.9,1.9,22.6,27.7,11.3,17.1,NA,NA,NA,NA,NA,NA,40.9,45.6,13.4,NA,NA,NA
"527",2021-04-16,968,5.6,1.9,23.1,27.7,11.1,16.9,4.5,27,28.7,9.2,14.5,2.3,40.8,45.6,13.6,40.2,46,13.8
"528",2021-04-16,968,5.6,1.9,23.1,27.7,11.1,16.9,3.6,24.5,28,9.3,18.3,NA,40.8,45.6,13.6,NA,46.4,NA
"529",2021-04-17,967,5.6,1.9,23.2,27.6,11.2,16.9,3.8,24.2,26.6,12.4,17.2,1.7,40.8,45.7,13.5,40.7,45.2,14.1
"530",2021-04-18,966,5.6,2,23.2,27.7,11.2,16.9,NA,NA,NA,NA,NA,NA,40.9,45.7,13.4,NA,NA,NA
"531",2021-04-19,965,5.6,2,23.2,27.7,11.2,16.9,NA,NA,NA,NA,NA,NA,40.9,45.7,13.4,NA,NA,NA
"532",2021-04-20,964,5.5,2,23.3,27.7,11.3,16.8,NA,NA,NA,NA,NA,NA,41,45.6,13.4,NA,NA,NA
"533",2021-04-21,963,5.5,2,23.3,27.7,11.3,16.8,NA,NA,NA,NA,NA,NA,41,45.6,13.4,NA,NA,NA
"534",2021-04-22,962,5.5,2,23.3,27.7,11.3,16.8,NA,NA,NA,NA,NA,NA,41,45.6,13.4,NA,NA,NA
"535",2021-04-23,961,5.5,2,23.3,27.7,11.3,16.8,NA,NA,NA,NA,NA,NA,41,45.6,13.4,NA,NA,NA
"536",2021-04-24,960,5.4,1.9,23.7,27.6,11.4,16.7,4,23.9,27,12.5,16.9,1.6,41,45.7,13.3,41.1,44.8,14.1
"537",2021-04-25,959,5.4,1.9,23.7,27.6,11.4,16.7,NA,NA,NA,NA,NA,NA,41,45.7,13.3,NA,NA,NA
"538",2021-04-26,958,4.6,1.9,24.1,27.4,11.6,16.8,NA,NA,NA,NA,NA,NA,41,45.5,13.4,NA,NA,NA
"539",2021-04-27,957,4.6,1.9,24.1,27.4,11.6,16.8,NA,NA,NA,NA,NA,NA,41,45.5,13.4,NA,NA,NA
"540",2021-04-28,956,4.6,1.9,24.1,27.4,11.7,16.8,NA,NA,NA,NA,NA,NA,41,45.5,13.5,NA,NA,NA
"541",2021-04-29,955,4.6,1.9,24.1,27.4,11.7,16.8,NA,NA,NA,NA,NA,NA,41,45.5,13.5,NA,NA,NA
"542",2021-04-30,954,4.6,1.9,24.1,27.4,11.6,16.8,NA,NA,NA,NA,NA,NA,41,45.5,13.5,NA,NA,NA
"543",2021-05-01,953,4.6,1.9,24.1,27.4,11.6,16.8,NA,NA,NA,NA,NA,NA,41,45.5,13.5,NA,NA,NA
"544",2021-05-02,952,4.6,1.9,24.1,27.4,11.7,16.8,4,24,27.1,12.3,16.9,1.7,41,45.5,13.5,41.1,44.9,14
"545",2021-05-03,951,4.6,1.9,24.1,27.4,11.7,16.8,NA,NA,NA,NA,NA,NA,41,45.5,13.5,NA,NA,NA
"546",2021-05-04,950,4.6,1.9,24.1,27.3,11.8,16.6,NA,NA,NA,NA,NA,NA,41.1,45.4,13.5,NA,NA,NA
"547",2021-05-05,949,4.6,1.9,24.1,27.4,11.6,16.6,NA,NA,NA,NA,NA,NA,41,45.4,13.6,NA,NA,NA
"548",2021-05-06,948,4.5,2.2,24.8,27.1,11.6,16.5,3.6,30.2,25.7,13,15.2,2,40.9,45.8,13.3,40.7,49,10.3
"549",2021-05-06,948,4.5,2.2,24.8,27.1,11.6,16.5,2.3,25.9,25.3,10.3,16.9,5.1,40.9,45.8,13.3,40.7,45.1,14.2
"550",2021-05-06,948,4.5,2.2,24.8,27.1,11.6,16.5,3.2,25.8,26.9,11.4,16.6,2.1,40.9,45.8,13.3,40.4,45.6,14
"551",2021-05-07,947,4.1,2.3,25,27.1,11.4,16.7,1.2,27.3,26.7,7.9,18.9,4.4,40.8,45.7,13.5,39,47.4,13.6
"552",2021-05-08,946,4,2.4,25,27,11.3,16.7,2.8,26.9,26.1,9.9,17.1,3.7,40.7,45.8,13.5,39.7,46.8,13.5
"553",2021-05-09,945,4,2.4,25,27,11.3,16.7,NA,NA,NA,NA,NA,NA,40.7,45.7,13.5,NA,NA,NA
"554",2021-05-10,944,4,2.4,25,27,11.3,16.7,NA,NA,NA,NA,NA,NA,40.7,45.8,13.5,NA,NA,NA
"555",2021-05-11,943,3.9,2.7,25.1,27,11.1,16.8,2.3,27.3,25.5,9,17.9,5.9,40.7,45.8,13.5,40.4,47.5,12.1
"556",2021-05-12,942,3.8,2.7,25.3,27,10.9,16.7,4,26.2,26,8.7,15.9,4,40.7,45.8,13.6,38.7,46.1,15.2
"557",2021-05-13,941,3.9,2.8,25.2,27,10.9,16.5,5.3,23.4,27.9,10.4,13.7,3.8,40.6,45.6,13.7,42.1,42.4,15.5
"558",2021-05-14,940,3.8,3,25.3,26.8,10.8,16.5,2.5,28.1,26,9.6,16.2,6,40.7,45.6,13.7,41.6,46.8,11.6
"559",2021-05-15,939,3.8,3,25.4,26.8,10.8,16.4,2.9,26.9,26.4,10.9,15.8,2.9,40.6,45.6,13.7,40.2,45.6,14.2
"560",2021-05-16,938,3.7,3.1,25.5,26.8,10.8,16.4,NA,NA,NA,NA,NA,NA,40.6,45.6,13.7,NA,NA,NA
"561",2021-05-17,937,3.7,3.1,25.8,26.8,10.7,16.3,3.1,30.7,26,10,15.7,4,40.6,45.9,13.6,40,49.5,10.5
"562",2021-05-18,936,3.7,3.3,26.2,26.6,10.5,16.1,3.3,30.5,25.4,8.3,13.8,4.1,40.4,46,13.6,37.8,47.6,14.6
"563",2021-05-19,935,3.7,3.3,26.2,26.6,10.5,16.1,NA,NA,NA,NA,NA,NA,40.4,46,13.6,NA,NA,NA
"564",2021-05-20,934,3.7,3.3,26.3,26.6,10.5,16.2,3.5,27,26.2,10.2,16.4,3.3,40.4,46.1,13.5,39.7,46.9,13.4
"565",2021-05-21,933,3.6,3.3,26.3,26.6,10.4,16.2,1.4,27.2,26.9,8.2,18.4,4.8,40.3,46.1,13.5,39.9,47,13.1
"566",2021-05-22,932,3.6,3.3,26.4,26.6,10.4,16.2,2.9,30,25.8,9.2,14.9,3.9,40.3,46.2,13.5,38.9,47.8,13.3
"567",2021-05-22,932,3.6,3.3,26.4,26.6,10.4,16.2,2.9,27.3,25.2,11,16.4,3.3,40.3,46.2,13.5,39.5,46.6,13.9
"568",2021-05-23,931,3.6,3.3,26.4,26.6,10.4,16.2,NA,NA,NA,NA,NA,NA,40.3,46.2,13.5,NA,NA,NA
"569",2021-05-24,930,3.6,3.4,26.5,26.5,10.3,16.2,3.4,28.1,24.5,9.3,16,5,40.2,46.3,13.5,38.8,47.5,13.7
"570",2021-05-25,929,3.6,3.5,26.6,26.5,10.2,16.2,NA,NA,NA,NA,NA,NA,40.2,46.3,13.5,NA,NA,NA
"571",2021-05-26,928,3.6,3.5,26.6,26.5,10.2,16.2,NA,NA,NA,NA,NA,NA,40.2,46.3,13.5,NA,NA,NA
"572",2021-05-27,927,3.6,3.5,26.6,26.5,10.2,16.2,NA,NA,NA,NA,NA,NA,40.2,46.3,13.5,NA,NA,NA
"573",2021-05-28,926,3.6,3.5,26.6,26.5,10.2,16.2,3,27.9,25.4,10.7,16.7,3.5,40.2,46.4,13.4,39.6,47.6,12.8
"574",2021-05-29,925,3.6,3.6,26.8,26.3,10.2,16.2,3.1,26.5,25.4,9.3,16.9,4,40.1,46.5,13.5,38.7,46.5,14.8
"575",2021-05-30,924,3.4,3.6,27,26.2,10.1,16.2,NA,NA,NA,NA,NA,NA,39.9,46.6,13.5,NA,NA,NA
"576",2021-05-31,923,3.4,3.6,27,26.2,10.1,16.2,NA,NA,NA,NA,NA,NA,39.9,46.6,13.5,NA,NA,NA
"577",2021-06-01,922,3.2,3.8,27.3,25.9,10.1,16.2,3.2,29.5,25,10.2,15.4,4.3,39.8,46.7,13.5,39.5,48.1,12.4
